t-23,t-22,t-21,t-20,t-19,t-18,t-17,t-16,t-15,t-14,t-13,t-112,t-11,t-10,t-9,t-8,t-7,t-6,t-5,t-4,t-3,t-2,t-1,t,t+1,t+2,t+3,t+4,t+5,t+6
9153,8616,8264,8052,7931,8057,8444,9170,10089,10751,11184,11562,11801,11954,12212,12342,12451,12539,12498,12228,11875,11624,11449,10677,,,,,,
20040,19979,19391,18477,17950,17070,16145,14893,13675,12653,11882,11303,10899,10730,10855,11134,11567,12764,14190,15593,16823,17582,18056,18364,,,,,,
12539,12498,12228,11875,11624,11449,10677,9796,9164,8751,8492,8356,8526,8867,9679,10516,11056,11366,11651,11762,11708,11930,12160,12371,,,,,,
10809,10870,11460,11871,11744,11608,11479,11375,10975,10596,10223,10004,9801,9754,9853,10060,10354,10412,10512,10577,10585,10601,10572,10571,,,,,,
14353,14258,14163,14284,14609,14839,14908,14941,14981,14993,14739,13906,12960,12172,11476,10968,10697,10806,11341,12160,13089,13742,14172,14590,,,,,,
13408,12371,11674,11241,10935,10979,11426,12215,13405,14596,15581,16459,17122,17679,18309,18626,18506,17952,17237,16656,16227,15986,15187,14179,,,,,,
11046,11373,11432,11314,11274,11155,10951,10783,10544,10300,10431,10640,10234,9511,8865,8407,8139,7974,7932,8138,8760,9512,10135,10425,,,,,,
15203,14462,14259,13553,12464,11363,10344,9612,9175,8941,8976,9373,9867,10428,10871,11084,11271,11332,11324,11315,11207,11049,10934,10779,,,,,,
8970,8743,8616,8830,9466,10192,11121,11998,12803,13428,13760,14066,14471,14942,15328,15433,15235,14731,14473,14535,13990,12969,11878,11038,,,,,,
9783,9804,9769,9769,9792,9924,10040,10186,10300,10387,10096,9549,8988,8598,8260,8119,8012,8051,8185,8285,8517,8886,9105,9276,,,,,,
12219,12626,12898,13227,13490,13690,13843,13784,13433,12911,12486,12177,11316,10333,9566,9018,8610,8382,8321,8238,8574,9323,10158,10867,,,,,,
7621,7501,7421,7567,7716,7778,8121,8614,9013,9420,9705,9919,10118,10342,10417,10363,10435,10529,10249,9787,9252,8643,8265,8020,,,,,,
9774,9584,9563,9881,9698,9413,8974,8467,8027,7765,7563,7458,7409,7539,7668,7755,8072,8370,8646,8867,8981,9071,9133,9167,,,,,,
8420,8384,8306,8469,8993,9856,10827,11836,12708,13450,13906,14159,14202,14150,13960,13443,12768,12282,11939,11463,10778,10057,9530,9165,,,,,,
7730,7637,7653,7669,7789,8208,8740,9156,9466,9611,9726,9825,9907,10024,10124,10153,10025,9786,9905,9692,9161,8696,8220,7886,,,,,,
10128,9947,9665,9242,8576,8198,7889,7636,7598,7642,7805,8130,8300,8658,8920,9067,9149,9225,9213,9234,9251,9740,10096,10002,,,,,,
9378,8900,8666,8535,8470,8574,8922,9741,10884,11338,11359,11255,11258,11167,11076,11100,11069,11067,11661,12097,11943,11757,11497,10962,,,,,,
9943,9960,10130,10851,11362,11366,11330,11126,10746,10161,9560,9159,8890,8822,8828,9148,9887,10995,11710,11852,11843,11899,11851,11716,,,,,,
14063,13592,12796,11910,11101,10557,10151,9959,9808,9705,9701,10189,11027,11706,12251,12488,12598,12687,12738,12765,12838,12731,12344,11906,,,,,,
11700,11341,10795,10069,9454,9079,8835,8766,8781,9080,9844,10859,11242,11330,11378,11504,11454,11416,11431,11358,11380,11676,12137,11984,,,,,,
8785,9608,10313,10675,10863,10987,10994,10952,11002,10874,10766,10667,10542,10389,10405,10632,10363,9660,8998,8553,8243,8062,7984,8188,,,,,,
11031,11165,10741,9964,9248,8705,8386,8178,8135,8323,8883,9651,10223,10511,10629,10710,10766,10784,10792,10735,10642,10538,10483,10373,,,,,,
11272,11343,11363,11278,11290,11170,11152,11595,12124,11934,11700,11341,10795,10069,9454,9079,8835,8766,8781,9080,9844,10859,11242,11330,,,,,,
8021,7923,7941,8169,8600,8878,9194,9523,9696,9875,9977,10066,10130,10182,10117,10080,10507,10468,10261,9923,9420,8883,8397,8091,,,,,,
10354,10108,9984,10243,10038,9459,8851,8303,8033,7802,7691,7719,7834,8018,8481,8941,9277,9511,9602,9613,9558,9580,9627,9764,,,,,,
11175,10580,10196,9980,9934,10018,10194,11272,12622,13971,15088,15979,16559,16986,17165,17149,16705,16009,15757,15016,14142,13025,11965,11149,,,,,,
7834,7695,7686,7773,7995,8041,8421,8836,9146,9321,9456,9451,9375,9218,9178,9367,9676,9640,9419,9127,8674,8210,7939,7727,,,,,,
17582,18056,18364,18510,18373,17816,16973,16530,15793,14901,13868,12818,11883,11175,10580,10196,9980,9934,10018,10194,11272,12622,13971,15088,,,,,,
8291,7924,7761,7680,7712,7947,8471,9377,10123,10443,10679,10882,11024,11099,11256,11244,11208,11090,10926,10670,10623,10820,10449,9707,,,,,,
11427,10945,10273,9519,8949,8593,8288,8146,8132,8357,8563,8940,9486,10002,10449,10765,10967,11113,11122,11008,10834,10683,10548,10720,,,,,,
12330,11714,11071,10257,9516,8907,8563,8357,8296,8400,9036,10090,10632,10958,11185,11355,11429,11419,11415,11287,11148,11102,11250,11360,,,,,,
14764,13570,12362,11437,10800,10394,10172,10296,10739,11712,12885,13975,14796,15456,16049,16772,17401,17535,17114,16628,16378,16089,15750,15564,,,,,,
10274,9664,9347,9269,9432,9921,10968,12122,12718,13016,13311,13457,13608,13857,13993,14162,14260,14082,13423,12564,11963,11189,10157,9238,,,,,,
10203,9625,9335,9235,9108,9400,10117,11067,12045,12835,13351,13771,13933,14019,14034,14108,13955,13530,12817,12235,11967,11228,10487,9710,,,,,,
11419,11415,11287,11148,11102,11250,11360,11301,11044,10471,9788,9142,8714,8497,8301,8162,8350,8960,9987,10596,10857,11002,11105,11116,,,,,,
11171,11095,10983,10943,10833,10690,10655,10730,10371,9712,9013,8583,8276,8109,8050,8244,8785,9608,10313,10675,10863,10987,10994,10952,,,,,,
10121,10150,10017,9704,9287,8865,8557,8372,8279,8307,8571,9343,10549,11271,11373,11403,11384,11307,11218,11256,11213,11242,11350,11622,,,,,,
12516,12989,13257,13275,13293,13302,13263,13170,13060,12776,12292,11748,11465,11186,10353,9510,8917,8495,8258,8139,8254,8582,9463,10371,,,,,,
13102,12413,11513,10749,10209,9862,9690,9790,10325,10979,11902,12530,13002,13339,13552,13731,14005,14214,14411,14485,14386,13902,13271,12973,,,,,,
14013,14111,13858,13327,13009,12711,11891,10973,10256,9695,9403,9230,9380,9869,10614,11653,12691,13614,14495,15111,15671,16200,16604,16873,,,,,,
12172,11476,10968,10697,10806,11341,12160,13089,13742,14172,14590,15093,15535,16056,16526,16790,16963,16864,16550,15864,15207,14724,13590,12371,,,,,,
12240,12080,11891,11644,11173,10509,9888,9447,9189,9028,9025,9279,10012,10988,11405,11717,11850,11990,11948,11974,12018,11914,11812,12299,,,,,,
13516,13898,14069,13860,13456,13026,12586,12515,12444,11848,10983,10081,9453,9028,8797,8686,8828,9427,10310,11081,11770,12352,12813,13013,,,,,,
10797,10877,11491,12542,13289,14312,15376,16513,17512,18347,19003,19333,19518,19443,18836,18130,17932,17301,16403,15091,13860,12838,12104,11536,,,,,,
10249,10093,9948,9910,9964,10230,10542,10444,10253,9977,9556,9119,8748,8520,8346,8304,8296,8462,8740,8881,8970,9118,9152,9158,,,,,,
12000,12019,12739,13296,13093,12911,12649,12127,11388,10651,10153,9888,9732,9708,9897,10629,11726,12152,12150,12146,12186,12131,12023,12006,,,,,,
11305,10357,9665,9194,8868,8695,8821,9412,10375,11057,11742,12436,13200,13890,14479,15074,15479,15796,15944,15644,14958,14707,14148,13499,,,,,,
11437,11377,11395,11795,12411,12333,12227,12039,11591,10980,10424,10088,9878,9763,9811,10122,10806,11747,12214,12493,12524,12561,12526,12450,,,,,,
11661,12097,11943,11757,11497,10962,10247,9554,9113,8804,8641,8621,8843,9542,10617,11035,11271,11353,11337,11314,11275,11321,11253,11350,,,,,,
13759,14301,14651,15002,15110,15126,14848,14396,13799,13379,12284,11140,10283,9698,9253,9036,9139,9534,10545,11695,12516,12989,13257,13275,,,,,,
10739,11712,12885,13975,14796,15456,16049,16772,17401,17535,17114,16628,16378,16089,15750,15564,15224,14296,13155,12256,11743,11326,11120,11081,,,,,,
16873,17005,16885,16304,15519,15088,14419,13238,12008,11152,10564,10136,9906,9981,10525,11289,12293,13278,14288,15299,15950,16425,16939,17096,,,,,,
11404,11187,10775,10709,10734,10319,9660,8989,8411,8084,7837,7688,7692,7820,7919,8115,8680,9115,9406,9559,9674,9708,9639,9712,,,,,,
12447,12076,11658,11537,11247,10404,9505,8898,8479,8221,8103,8204,8570,9452,10422,11132,11726,12219,12626,12898,13227,13490,13690,13843,,,,,,
10054,9527,9190,9013,9100,9529,10349,11450,12359,13119,13911,14605,15243,15967,16653,17233,17649,17604,17259,16790,16448,15973,14761,13511,,,,,,
11674,11241,10935,10979,11426,12215,13405,14596,15581,16459,17122,17679,18309,18626,18506,17952,17237,16656,16227,15986,15187,14179,13141,12146,,,,,,
10741,10668,10154,9448,8740,8285,7989,7831,7809,7961,8559,9475,10031,10418,10724,11012,11096,11147,11200,11118,11032,10905,10738,10510,,,,,,
9127,8674,8210,7939,7727,7629,7624,7910,8582,9695,10554,10737,10864,10999,11071,11015,11010,10870,10705,10705,10847,11108,10965,10638,,,,,,
11127,12110,12912,13740,14382,14903,15441,15701,15805,15746,15289,14496,13572,13251,12850,12002,10968,10227,9635,9273,9044,9014,8996,9303,,,,,,
12110,12912,13740,14382,14903,15441,15701,15805,15746,15289,14496,13572,13251,12850,12002,10968,10227,9635,9273,9044,9014,8996,9303,10056,,,,,,
13354,13261,13315,14028,14694,14610,14446,14214,13757,13105,12475,12015,11751,11595,11578,11714,12108,12758,13145,13379,13386,13529,13608,13445,,,,,,
9207,9190,9483,10234,11268,11741,11974,12008,12071,11980,11919,11936,11896,11976,12439,12634,12389,12133,11808,11360,10643,9993,9584,9307,,,,,,
8821,9412,10375,11057,11742,12436,13200,13890,14479,15074,15479,15796,15944,15644,14958,14707,14148,13499,12544,11474,10678,10002,9542,9313,,,,,,
10985,11259,11177,10982,10575,10043,9441,9024,8699,8555,8465,8529,8755,9177,9624,9973,10268,10370,10357,10234,10054,9879,9782,9784,,,,,,
11834,11828,12186,12199,11973,11714,11432,10925,10310,9645,9171,8829,8635,8553,8639,8990,9534,10027,10522,10928,11149,11147,11108,10995,,,,,,
10286,9943,9818,9668,9772,10058,10573,10873,11247,11520,11559,11575,11421,11304,11276,11313,11985,12422,12387,12232,12086,11806,11290,10717,,,,,,
11278,11290,11170,11152,11595,12124,11934,11700,11341,10795,10069,9454,9079,8835,8766,8781,9080,9844,10859,11242,11330,11378,11504,11454,,,,,,
18627,18973,18349,17435,16789,15715,14811,14316,14019,13566,12682,11655,10965,10447,10094,9960,10118,10519,11489,12454,13345,14253,14989,15729,,,,,,
13075,13073,12982,12660,12125,11943,12051,11546,10899,10038,9188,8668,8326,8112,8034,8193,8784,9747,10225,10625,11035,11357,11520,11642,,,,,,
11161,10392,9852,9449,9275,9427,9807,10683,11717,12632,13259,14024,14695,15177,15505,15623,15495,15354,15369,14990,14478,14053,13763,12837,,,,,,
13170,13060,12776,12292,11748,11465,11186,10353,9510,8917,8495,8258,8139,8254,8582,9463,10371,10956,11327,11659,11868,12023,12214,12321,,,,,,
9225,9213,9234,9251,9740,10096,10002,9854,9663,9276,8818,8530,8339,8207,8242,8343,8723,9647,10678,11160,11286,11272,11343,11363,,,,,,
12021,12710,13190,13587,14063,14650,15240,15708,16105,16229,15941,15232,14489,14307,13670,12724,11690,10835,10197,9738,9760,9573,9697,9765,,,,,,
14444,13940,13176,12211,11444,10871,10479,10340,10478,11216,12095,13079,13913,14800,15724,16140,16319,15908,16202,16750,17313,17064,16384,15938,,,,,,
10349,11450,12359,13119,13911,14605,15243,15967,16653,17233,17649,17604,17259,16790,16448,15973,14761,13511,12507,11708,11056,10726,10777,11168,,,,,,
9487,10128,10436,10648,10872,10951,10976,11060,11028,10959,10879,10697,10420,10445,10727,10269,9555,8779,8353,8055,7895,7829,8030,8657,,,,,,
8974,8467,8027,7765,7563,7458,7409,7539,7668,7755,8072,8370,8646,8867,8981,9071,9133,9167,9237,9262,9643,9901,9707,9420,,,,,,
11132,11180,11113,10928,10874,10718,10525,10457,10358,10184,10320,10648,10261,9577,8935,8459,8193,8060,8029,8258,8836,9617,10289,10488,,,,,,
10482,9958,9508,9204,9106,9111,9181,9341,10102,11083,12273,13321,14091,14260,14102,14048,14064,13756,13257,13252,12780,11971,11000,9987,,,,,,
11642,11857,11986,12042,12026,11767,11532,11661,11307,10685,9901,9174,8705,8382,8212,8153,8327,8877,9834,10290,10759,11072,11358,11467,,,,,,
8537,8276,8168,7949,8091,8615,9404,10362,11197,11990,12641,13319,13861,14219,14631,14716,14550,14257,14220,14133,13452,12523,11705,11136,,,,,,
11120,11827,12407,12997,13492,13984,14422,14650,14750,14862,14753,14332,13941,13970,13564,12568,11516,10721,10190,9781,9580,9646,10104,11056,,,,,,
12603,12549,12369,12201,12042,11897,11878,12631,13191,13077,12885,12642,12224,11452,10743,10286,9943,9818,9668,9772,10058,10573,10873,11247,,,,,,
11454,11416,11431,11358,11380,11676,12137,11984,11803,11519,11018,10353,9751,9377,9184,9074,9097,9419,10161,11116,11448,11462,11426,11447,,,,,,
9177,9027,8867,8959,9404,10077,10996,12058,13073,13759,14301,14651,15002,15110,15126,14848,14396,13799,13379,12284,11140,10283,9698,9253,,,,,,
11897,11878,12631,13191,13077,12885,12642,12224,11452,10743,10286,9943,9818,9668,9772,10058,10573,10873,11247,11520,11559,11575,11421,11304,,,,,,
13256,13179,12901,12321,11790,11515,10830,10044,9394,8855,8537,8276,8168,7949,8091,8615,9404,10362,11197,11990,12641,13319,13861,14219,,,,,,
9541,9774,10472,11496,12092,12161,12178,12171,12076,12054,12101,12081,12090,12740,12990,12766,12548,12306,11829,11069,10307,9758,9428,9224,,,,,,
13984,13803,13510,12952,12158,11335,10825,10522,10385,10371,10634,11335,12414,13003,13033,13017,12981,12851,12725,12639,12634,12819,13490,13803,,,,,,
13364,12939,12458,12258,12072,11773,11583,11436,10669,9798,9188,8776,8524,8419,8583,8917,9851,10822,11554,12049,12470,12819,13126,13550,,,,,,
10243,10038,9459,8851,8303,8033,7802,7691,7719,7834,8018,8481,8941,9277,9511,9602,9613,9558,9580,9627,9764,9827,9795,9740,,,,,,
10871,10479,10340,10478,11216,12095,13079,13913,14800,15724,16140,16319,15908,16202,16750,17313,17064,16384,15938,15778,15017,13930,12788,11767,,,,,,
8474,8467,8683,9431,10564,11173,11214,11175,11091,11057,10944,10906,10795,10647,10537,10610,11158,11172,10972,10537,9907,9330,8915,8691,,,,,,
7928,8066,8129,8284,8513,8710,8819,8846,8831,8767,8759,8788,8995,9524,9600,9422,9100,8631,8168,7850,7658,7581,7596,7809,,,,,,
10482,10279,9642,9000,8505,8204,8010,7942,7970,8143,8331,8745,9254,9614,9993,9917,9765,9544,9434,9342,9284,9260,9203,9242,,,,,,
12128,11634,10747,9809,9181,8774,8495,8377,8479,8995,9633,10536,11253,11873,12510,13025,13488,14024,14426,14706,14847,14716,14306,13701,,,,,,
11918,10853,10083,9508,9142,8982,9050,9550,10179,11081,12020,12796,13516,14049,14485,14932,15153,15308,15491,15298,14778,14182,13955,13315,,,,,,
17005,16885,16304,15519,15088,14419,13238,12008,11152,10564,10136,9906,9981,10525,11289,12293,13278,14288,15299,15950,16425,16939,17096,17017,,,,,,
10148,9532,8943,8540,8299,8090,8087,8287,8944,10093,10907,11139,11265,11401,11426,11376,11406,11277,11184,11221,11469,11613,11461,11134,,,,,,
9127,9555,9892,10044,10217,10283,10105,9947,9864,9957,10088,10357,10395,10279,9923,9474,9017,8586,8235,8029,7918,7909,7928,8066,,,,,,
11212,11137,11182,11386,11439,11256,10990,10513,9858,9250,8832,8589,8462,8438,8698,9393,10432,11122,11213,11300,11342,11274,11150,10982,,,,,,
15727,15768,15274,14254,13266,12442,11819,11312,11011,11019,11656,12611,13344,13788,14251,14575,14982,15687,16265,16501,16662,16676,16422,15742,,,,,,
10743,10286,9943,9818,9668,9772,10058,10573,10873,11247,11520,11559,11575,11421,11304,11276,11313,11985,12422,12387,12232,12086,11806,11290,,,,,,
8218,8133,8306,8937,9726,10519,10931,11239,11515,11605,11713,11813,11750,11628,11500,11291,10963,11031,11165,10741,9964,9248,8705,8386,,,,,,
8309,8813,9543,10119,10604,10877,11169,11304,11427,11554,11578,11503,11404,11187,10775,10709,10734,10319,9660,8989,8411,8084,7837,7688,,,,,,
12585,12794,12930,13044,13006,12906,12697,12248,11666,11668,11674,11152,10388,9543,9011,8620,8322,8193,8309,8813,9543,10119,10604,10877,,,,,,
10572,11238,11741,12159,12585,12794,12930,13044,13006,12906,12697,12248,11666,11668,11674,11152,10388,9543,9011,8620,8322,8193,8309,8813,,,,,,
10858,10085,9421,8945,8604,8420,8384,8306,8469,8993,9856,10827,11836,12708,13450,13906,14159,14202,14150,13960,13443,12768,12282,11939,,,,,,
8712,8472,8301,8132,8244,8847,9603,10424,11161,11944,12601,13334,14119,14698,14893,14799,14167,13395,12910,12657,11943,11112,10347,9819,,,,,,
18840,18836,18842,18521,17976,17209,16660,15843,14197,12910,11914,11268,10823,10582,10685,11306,12145,12827,13270,13725,14662,15840,16936,17936,,,,,,
9207,9086,9092,9363,10034,11041,11506,11649,11583,11593,11580,11475,11437,11377,11395,11795,12411,12333,12227,12039,11591,10980,10424,10088,,,,,,
11116,11415,11257,11063,10797,10495,9971,9524,9150,8934,8740,8725,8736,8881,9118,9196,9491,9795,9954,10061,10140,10097,10042,10060,,,,,,
10060,10358,10616,10807,10834,10814,10816,10809,10870,11460,11871,11744,11608,11479,11375,10975,10596,10223,10004,9801,9754,9853,10060,10354,,,,,,
10081,9384,8677,8231,7985,7828,7756,7993,8648,9719,10230,10429,10551,10763,10789,10846,11033,11005,10963,10887,10804,11065,11071,10696,,,,,,
11283,11949,12326,12602,12788,12888,12869,12787,12726,12653,12708,13459,14251,14183,14019,13813,13438,12814,12171,11767,11473,11415,11408,11636,,,,,,
8497,8301,8162,8350,8960,9987,10596,10857,11002,11105,11116,11128,11153,11132,10970,10975,11005,11215,11154,10879,10273,9593,8921,8428,,,,,,
14382,14208,13664,13408,13265,12523,11458,10500,9809,9342,9079,8944,9099,9694,10572,11238,11741,12159,12585,12794,12930,13044,13006,12906,,,,,,
13013,12996,13033,12921,12659,12522,12608,12371,12377,12372,11817,10921,10053,9407,8986,8696,8608,8755,9344,10164,10923,11590,12166,12778,,,,,,
9039,8701,8465,8375,8314,8277,8804,9637,10492,11374,12011,12508,12947,13332,13742,14013,14111,13858,13327,13009,12711,11891,10973,10256,,,,,,
8743,8616,8830,9466,10192,11121,11998,12803,13428,13760,14066,14471,14942,15328,15433,15235,14731,14473,14535,13990,12969,11878,11038,10419,,,,,,
9456,10241,10758,10902,10903,10900,10886,10795,10777,10593,10428,10360,10265,10178,10388,10693,10351,9673,9020,8613,8344,8219,8183,8401,,,,,,
19408,19354,19005,18389,17753,17205,15918,14605,13542,12736,12047,11575,11603,12012,12857,13850,14686,15479,16434,17034,17336,17648,17730,17586,,,,,,
18477,17950,17070,16145,14893,13675,12653,11882,11303,10899,10730,10855,11134,11567,12764,14190,15593,16823,17582,18056,18364,18510,18373,17816,,,,,,
9198,10110,10725,11019,11132,11180,11113,10928,10874,10718,10525,10457,10358,10184,10320,10648,10261,9577,8935,8459,8193,8060,8029,8258,,,,,,
15059,14529,14101,14063,13592,12796,11910,11101,10557,10151,9959,9808,9705,9701,10189,11027,11706,12251,12488,12598,12687,12738,12765,12838,,,,,,
9892,10044,10217,10283,10105,9947,9864,9957,10088,10357,10395,10279,9923,9474,9017,8586,8235,8029,7918,7909,7928,8066,8129,8284,,,,,,
9543,8940,8474,8157,7980,7943,8004,8288,8475,8816,9098,9249,9296,9252,9150,9019,8880,8773,8758,8750,8752,8924,9348,9181,,,,,,
12438,12371,12503,13261,13746,13613,13442,13205,12758,11976,11220,10720,10425,10253,10249,10519,11208,12226,12856,12944,12929,12840,12598,12557,,,,,,
8789,8289,7986,7730,7637,7653,7669,7789,8208,8740,9156,9466,9611,9726,9825,9907,10024,10124,10153,10025,9786,9905,9692,9161,,,,,,
9612,9175,8941,8976,9373,9867,10428,10871,11084,11271,11332,11324,11315,11207,11049,10934,10779,10608,10450,10639,10446,9859,9227,8747,,,,,,
10158,10867,11442,12021,12358,12671,12975,13300,13396,13401,13080,12756,12661,12512,11853,11081,10467,9889,9497,9177,9027,8867,8959,9404,,,,,,
17648,17730,17586,17371,16943,16099,15090,14375,13895,12760,11519,10625,9953,9503,9224,9108,9016,9328,9999,10749,11433,11973,12357,12567,,,,,,
8283,8948,9689,10273,10473,10575,10640,10662,10608,10621,10467,10282,10143,10061,9971,10138,10272,9996,9411,8802,8387,8035,7941,7908,,,,,,
9708,9639,9712,9753,9713,9639,9887,9862,9581,9149,8573,8179,7796,7591,7467,7443,7513,7512,7748,8266,8853,9378,9877,10186,,,,,,
9875,9977,10066,10130,10182,10117,10080,10507,10468,10261,9923,9420,8883,8397,8091,7834,7695,7686,7773,7995,8041,8421,8836,9146,,,,,,
8557,9674,10229,10424,10531,10623,10704,10758,10824,10780,10679,10576,10524,10868,10960,10659,10081,9384,8677,8231,7985,7828,7756,7993,,,,,,
12185,11786,11174,10605,10192,9942,9746,9668,9755,10075,10466,10763,11119,11362,11340,11217,11080,10916,10706,10753,11116,11415,11257,11063,,,,,,
10492,11374,12011,12508,12947,13332,13742,14013,14111,13858,13327,13009,12711,11891,10973,10256,9695,9403,9230,9380,9869,10614,11653,12691,,,,,,
18389,17753,17205,15918,14605,13542,12736,12047,11575,11603,12012,12857,13850,14686,15479,16434,17034,17336,17648,17730,17586,17371,16943,16099,,,,,,
9692,9161,8696,8220,7886,7650,7515,7425,7318,7331,7714,8243,8697,9081,9320,9474,9540,9644,9719,9886,9937,9748,9601,9663,,,,,,
8917,8636,8530,8457,8542,8728,9010,9024,9168,9199,9224,9211,9151,9121,9054,9189,9973,10603,10662,10619,10441,10050,9543,8993,,,,,,
9466,9611,9726,9825,9907,10024,10124,10153,10025,9786,9905,9692,9161,8696,8220,7886,7650,7515,7425,7318,7331,7714,8243,8697,,,,,,
8948,8370,8049,7798,7687,7698,7955,8679,9802,10412,10864,11302,11677,11985,12277,12657,12790,12780,12651,12477,12471,12660,12391,11699,,,,,,
8091,7834,7695,7686,7773,7995,8041,8421,8836,9146,9321,9456,9451,9375,9218,9178,9367,9676,9640,9419,9127,8674,8210,7939,,,,,,
15527,16112,16902,17489,17846,17997,17899,17440,16602,15905,15581,14886,13733,12560,11671,11010,10567,10298,10387,10881,11680,12660,13595,14666,,,,,,
11014,11096,11139,11189,11143,11061,10916,10745,10461,10333,10583,10414,9751,9012,8533,8192,7987,7888,8048,8462,9247,10071,10589,10904,,,,,,
12786,12265,11471,10738,10229,10016,9906,9975,10263,11025,12125,12571,12700,12831,12901,12734,12504,12404,12315,12328,13078,13645,13534,13382,,,,,,
13527,12963,12105,11269,10482,9958,9508,9204,9106,9111,9181,9341,10102,11083,12273,13321,14091,14260,14102,14048,14064,13756,13257,13252,,,,,,
13017,12981,12851,12725,12639,12634,12819,13490,13803,13684,13529,13219,12681,11784,11014,10516,10245,10166,10194,10555,11281,12388,12902,12906,,,,,,
9328,10042,11134,11521,11524,11404,11312,11195,11075,11032,10908,10848,11465,11953,11823,11655,11457,11119,10491,9816,9383,9051,8891,8785,,,,,,
10718,9991,9224,8676,8315,8068,7979,8117,8500,9342,10172,10728,11065,11344,11485,11587,11726,11758,11790,11792,11674,11396,11141,11129,,,,,,
9887,10995,11710,11852,11843,11899,11851,11716,11578,11474,11460,12157,12798,12710,12567,12308,11800,11013,10256,9694,9389,9229,9220,9502,,,,,,
12047,11575,11603,12012,12857,13850,14686,15479,16434,17034,17336,17648,17730,17586,17371,16943,16099,15090,14375,13895,12760,11519,10625,9953,,,,,,
10780,10679,10576,10524,10868,10960,10659,10081,9384,8677,8231,7985,7828,7756,7993,8648,9719,10230,10429,10551,10763,10789,10846,11033,,,,,,
13960,13443,12768,12282,11939,11463,10778,10057,9530,9165,8984,9122,9573,10500,11680,12759,13781,14845,15680,16392,17044,17404,17531,17527,,,,,,
15950,16425,16939,17096,17017,17146,17219,16692,16037,15637,15025,13765,12508,11504,10811,10340,10068,10148,10632,11364,12492,13560,14553,15527,,,,,,
11462,11409,11344,11370,11378,11242,10964,10479,10254,10118,9612,9036,8532,8182,7899,7728,7626,7481,7605,7984,8494,8951,9305,9502,,,,,,
13733,12663,11617,10857,10322,9983,9771,9904,10372,11133,12129,12950,13642,14222,14643,14986,15298,15498,15581,15559,15298,14671,13760,13232,,,,,,
12524,12561,12526,12450,12428,12281,12178,12539,12856,12653,12486,12185,11786,11174,10605,10192,9942,9746,9668,9755,10075,10466,10763,11119,,,,,,
10394,10169,10241,10911,12025,12651,13452,14383,15564,16745,17736,18358,18608,18734,18647,18033,17352,17071,16318,15208,13786,12455,11472,10760,,,,,,
10648,10872,10951,10976,11060,11028,10959,10879,10697,10420,10445,10727,10269,9555,8779,8353,8055,7895,7829,8030,8657,9369,10129,10525,,,,,,
8737,8913,9185,9370,9453,9444,9387,9226,9119,9211,9765,10334,10377,10279,10190,9960,9594,9130,8832,8631,8510,8478,8576,8738,,,,,,
8817,8353,8094,7944,7888,7954,8272,8947,9777,10396,10610,10735,10806,10791,10719,10743,10625,10492,10346,10284,10123,10307,10693,10308,,,,,,
14535,14623,14886,14981,14983,15057,14722,14196,13788,13812,13386,12381,11320,10274,9664,9347,9269,9432,9921,10968,12122,12718,13016,13311,,,,,,
10659,10081,9384,8677,8231,7985,7828,7756,7993,8648,9719,10230,10429,10551,10763,10789,10846,11033,11005,10963,10887,10804,11065,11071,,,,,,
9954,10061,10140,10097,10042,10060,10551,10888,10843,10729,10544,10162,9654,9221,8975,8870,8819,8991,9319,10149,11229,11705,11723,11745,,,,,,
11867,11740,11467,10982,10287,9667,9291,9031,8922,8934,9158,9848,10963,11653,11734,11671,11655,11557,11418,11345,11178,11098,11124,11329,,,,,,
8492,8485,8655,9298,10410,11133,11243,11264,11280,11246,11262,11291,11212,11137,11182,11386,11439,11256,10990,10513,9858,9250,8832,8589,,,,,,
11498,10983,10260,9634,9219,8943,8796,8813,9083,9816,10826,11499,11803,11858,11939,11890,11802,11741,11563,11429,11740,12213,12078,11967,,,,,,
11189,11143,11061,10916,10745,10461,10333,10583,10414,9751,9012,8533,8192,7987,7888,8048,8462,9247,10071,10589,10904,11107,11151,11125,,,,,,
13208,13624,13767,13614,13348,13030,12722,12483,11818,11042,10399,9816,9441,9267,9178,9028,8993,9372,9839,10297,10777,11051,11147,11286,,,,,,
9269,9432,9921,10968,12122,12718,13016,13311,13457,13608,13857,13993,14162,14260,14082,13423,12564,11963,11189,10157,9238,8659,8293,8048,,,,,,
8515,9198,10110,10725,11019,11132,11180,11113,10928,10874,10718,10525,10457,10358,10184,10320,10648,10261,9577,8935,8459,8193,8060,8029,,,,,,
10283,10105,9947,9864,9957,10088,10357,10395,10279,9923,9474,9017,8586,8235,8029,7918,7909,7928,8066,8129,8284,8513,8710,8819,,,,,,
10429,10551,10763,10789,10846,11033,11005,10963,10887,10804,11065,11071,10696,10177,9458,8810,8381,8234,8053,7996,8197,8816,9911,10454,,,,,,
10178,10388,10693,10351,9673,9020,8613,8344,8219,8183,8401,9053,9960,10624,10873,11007,11098,11033,10992,10959,10796,10648,10555,10475,,,,,,
9995,9982,9886,9749,9584,9436,9512,10153,10718,10646,10578,10440,10210,9814,9285,8917,8636,8530,8457,8542,8728,9010,9024,9168,,,,,,
